Company,Country,Patent (Raw),Patent (Cleaned),Ambiguous
Panasonic Holdings Corporation,ES,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,ES,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,FI,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,FI,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,FI,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,FI,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,FI,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,FI,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,FI,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,FI,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,FI,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,FI,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,FR,"EP 3,214,840",EP3214840,False
Panasonic Holdings Corporation,FR,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,FR,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,FR,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,FR,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,FR,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,FR,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,FR,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,FR,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,FR,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,FR,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,GB,"EP 3,214,840",EP3214840,False
Panasonic Holdings Corporation,GB,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,GB,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,GB,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,GB,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,GB,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,GB,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,GB,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,GB,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,GB,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,GB,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,GR,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,GR,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,GR,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,GR,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,GR,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,GR,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,GR,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,GR,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,GR,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,GR,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,HU,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,HU,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,HU,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,HU,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,HU,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,HU,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,HU,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,HU,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,HU,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,HU,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,IE,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,IE,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,IE,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,IE,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,IE,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,IE,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,IE,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,IE,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,IE,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,IE,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,IN,IN 438081,IN438081,False
Panasonic Holdings Corporation,IN,IN 532324,IN532324,False
Panasonic Holdings Corporation,IN,IN 532329,IN532329,False
Panasonic Holdings Corporation,IN,IN 532335,IN532335,False
Panasonic Holdings Corporation,IN,IN 532499,IN532499,False
Panasonic Holdings Corporation,IT,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,IT,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,IT,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,IT,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,IT,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,IT,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,IT,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,IT,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,IT,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,IT,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,JP,"JP 4,560,143",JP4560143,False
Panasonic Holdings Corporation,JP,"JP 4,628,490",JP4628490,False
Panasonic Holdings Corporation,JP,"JP 4,628,493",JP4628493,False
Panasonic Holdings Corporation,JP,"JP 4,647,034",JP4647034,False
Panasonic Holdings Corporation,JP,"JP 5,318,041",JP5318041,False
Panasonic Holdings Corporation,JP,"JP 6,601,729",JP6601729,False
Panasonic Holdings Corporation,JP,"JP 6,742,003",JP6742003,False
Panasonic Holdings Corporation,JP,"JP 6,742,004",JP6742004,False
Panasonic Holdings Corporation,JP,"JP 6,745,494",JP6745494,False
Panasonic Holdings Corporation,JP,"JP 6,775,158",JP6775158,False
Panasonic Holdings Corporation,JP,"JP 6,803,552",JP6803552,False
Panasonic Holdings Corporation,JP,"JP 6,851,026",JP6851026,False
Panasonic Holdings Corporation,JP,"JP 6,851,027",JP6851027,False
Panasonic Holdings Corporation,JP,"JP 6,851,028",JP6851028,False
Panasonic Holdings Corporation,JP,"JP 6,857,834",JP6857834,False
Panasonic Holdings Corporation,JP,"JP 7,340,563",JP7340563,False
Panasonic Holdings Corporation,JP,"JP 7,686,858",JP7686858,False
Panasonic Holdings Corporation,JP,"JP 7,686,859",JP7686859,False
Panasonic Holdings Corporation,JP,"JP 7,686,860",JP7686860,False
Panasonic Holdings Corporation,JP,"JP 7,693,076",JP7693076,False
Panasonic Holdings Corporation,LI,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,LI,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,LI,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,LI,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,LI,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,LI,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,LI,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,LI,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,LI,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,LI,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,MX,"MX 258,980",MX258980,False
Panasonic Holdings Corporation,MX,MX 361131,MX361131,False
Panasonic Holdings Corporation,MX,"MX 366,971",MX366971,False
Panasonic Holdings Corporation,MX,MX 383827,MX383827,False
Panasonic Holdings Corporation,MX,"MX 389,193",MX389193,False
Panasonic Holdings Corporation,MX,"MX 390,639",MX390639,False
Panasonic Holdings Corporation,MX,"MX 393,117",MX393117,False
Panasonic Holdings Corporation,NL,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,NL,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,NL,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,NL,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,NL,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,NL,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,NL,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,NL,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,NL,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,NL,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,NO,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,NO,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,NO,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,NO,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,NO,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,NO,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,NO,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,NO,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,NO,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,NO,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,PL,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,PL,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,PL,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,PL,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,PL,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,PL,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,PL,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,PL,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,PL,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,PL,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,PT,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,PT,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,PT,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,PT,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,PT,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,PT,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,PT,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,PT,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,PT,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,PT,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,RO,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,RO,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,RO,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,RO,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,RO,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,RO,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,RO,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,RO,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,RO,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,RO,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,SE,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,SE,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,SE,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,SE,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,SE,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,SE,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,SE,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,SE,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,SE,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,SE,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,SK,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,SK,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,SK,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,SK,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,SK,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,SK,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,SK,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,SK,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,SK,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,SK,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,TR,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,TR,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,TR,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,TR,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,TR,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,TR,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,TR,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,TR,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,TR,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,TR,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,TW,TW I842000,TWI842000,False
Panasonic Holdings Corporation,TW,TW I874184,TWI874184,False
Panasonic Holdings Corporation,TW,TW I874185,TWI874185,False
Panasonic Holdings Corporation,TW,TW I874186,TWI874186,False
Panasonic Holdings Corporation,TW,TW I874187,TWI874187,False
Panasonic Holdings Corporation,TW,TW I874188,TWI874188,False
Panasonic Holdings Corporation,TW,TW I878091,TWI878091,False
Panasonic Holdings Corporation,TW,TW I886900,TWI886900,False
Panasonic Holdings Corporation,TW,TW I908022,TWI908022,False
Panasonic Holdings Corporation,US,"US 7,630,435",US7630435,False
Panasonic Holdings Corporation,US,"US 7,912,122",US7912122,False
Panasonic Holdings Corporation,US,"US 7,916,782",US7916782,False
Panasonic Holdings Corporation,US,"US 7,933,327",US7933327,False
Panasonic Holdings Corporation,US,"US 7,940,845",US7940845,False
Panasonic Holdings Corporation,US,"US 7,944,977",US7944977,False
Panasonic Holdings Corporation,US,"US 7,961,793",US7961793,False
Panasonic Holdings Corporation,US,"US 7,995,658",US7995658,False
Panasonic Holdings Corporation,US,"US 8,081,678",US8081678,False
Panasonic Holdings Corporation,US,"US 8,290,046",US8290046,False
Panasonic Holdings Corporation,US,"US 8,290,047",US8290047,False
Panasonic Holdings Corporation,US,"US 8,451,890",US8451890,False
Panasonic Holdings Corporation,US,"US 8,548,040",US8548040,False
Panasonic Holdings Corporation,US,"US 8,553,761",US8553761,False
Panasonic Holdings Corporation,US,"US 10,123,392",US10123392,False
Panasonic Holdings Corporation,US,"US 10,327,306",US10327306,False
Panasonic Holdings Corporation,US,"US 10,383,194",US10383194,False
Panasonic Holdings Corporation,US,"US 10,426,014",US10426014,False
Panasonic Holdings Corporation,US,"US 10,440,800",US10440800,False
Panasonic Holdings Corporation,US,"US 10,624,174",US10624174,False
Panasonic Holdings Corporation,US,"US 10,681,788",US10681788,False
Panasonic Holdings Corporation,US,"US 10,687,402",US10687402,False
Panasonic Holdings Corporation,US,"US 10,887,968",US10887968,False
Panasonic Holdings Corporation,US,"US 10,939,529",US10939529,False
Panasonic Holdings Corporation,US,"US 11,962,804",US11962804,False
Panasonic Holdings Corporation,US,"US 11,985,349",US11985349,False
Panasonic Holdings Corporation,US,"US 12,063,390",US12063390,False
Panasonic Holdings Corporation,US,"US 12,069,303",US12069303,False
"Polycom, LLC",BR,BR PI 0212000-3,BRPI0212000-3,False
Sharp Corporation,CN,CN 102638684,CN102638684,False
Sharp Corporation,CN,CN 200780031669.5,CN200780031669.5,False
Sharp Corporation,JP,"JP 4,454,678",JP4454678,False
Sharp Corporation,US,"US 8,194,997",US8194997,False
Sharp Corporation,US,"US 8,532,176",US8532176,False
Siemens AG,BR,BR PI0109962-0,BRPI0109962-0,False
Siemens AG,CN,CN 101194514,CN101194514,False
Siemens AG,CN,CN 103404145,CN103404145,False
Siemens AG,DE,"EP 2,630,800",EP2630800,False
Siemens AG,GB,"EP 2,630,800",EP2630800,False
Siemens AG,KR,"KR 1,968,700",KR1968700,False
Siemens AG,US,"US 8,270,489",US8270489,False
Siemens AG,US,"US 8,948,739",US8948739,False
Siemens AG,US,"US 9,356,620",US9356620,False
Sony Group Corporation,US,"US 7,778,331",US7778331,False
Sony Group Corporation,US,"US 8,315,313",US8315313,False
Sony Group Corporation,US,"US 10,477,270",US10477270,False
Tagivan II LLC,BR,BR PI 0304549-8,BRPI0304549-8,False
Tagivan II LLC,US,"US 8,155,201",US8155201,False
Tagivan II LLC,US,"US 8,179,968",US8179968,False
Tagivan II LLC,US,"US 8,213,510",US8213510,False
Toshiba Corporation,BR,BR PI0304533-1,BRPI0304533-1,False
Toshiba Corporation,BR,BR PI0307635-0,BRPI0307635-0,False
Toshiba Corporation,BR,BR 122018011874-1,BR122018011874-1,False
Toshiba Corporation,BR,BR 122018011875-0,BR122018011875-0,False
Toshiba Corporation,BR,BR 122018011876-8,BR122018011876-8,False
Toshiba Corporation,BR,BR 122018011878-4,BR122018011878-4,False
Vestel Elektronik Sanayi ve Ticaret A.S.,US,"US 8,077,987",US8077987,False
"Vidyo, Inc.",AU,AU 2007-230602,AU2007-230602,False
"Vidyo, Inc.",AU,AU 2012-201235,AU2012-201235,False
"Vidyo, Inc.",AU,AU 2012-202123,AU2012-202123,False
"Vidyo, Inc.",AU,AU 2006 321552,AU2006321552,False
"Vidyo, Inc.",AU,AU 2007309044,AU2007309044,False
"Vidyo, Inc.",AU,AU 2011205017,AU2011205017,False
"Vidyo, Inc.",AU,AU 2012 216587,AU2012216587,False
"Vidyo, Inc.",AU,AU 2012 226283,AU2012226283,False
"Vidyo, Inc.",BE,"EP 2,005,607",EP2005607,False
"Vidyo, Inc.",CA,"CA 2,633,819",CA2633819,False
"Vidyo, Inc.",CA,"CA 2,666,601",CA2666601,False
"Vidyo, Inc.",CA,"CA 2,763,089",CA2763089,False
"Vidyo, Inc.",CA,"CA 2,829,290",CA2829290,False
"Vidyo, Inc.",CN,CN 101371312,CN101371312,False
"Vidyo, Inc.",CN,CN 103416002,CN103416002,False
"Vidyo, Inc.",CN,CN 105049894,CN105049894,False
"Vidyo, Inc.",CN,CN 200780011497.5,CN200780011497.5,False
"Vidyo, Inc.",CZ,"EP 2,005,607",EP2005607,False
"Vidyo, Inc.",DE,"EP 2,005,607",EP2005607,False
"Vidyo, Inc.",ES,"EP 2,005,607",EP2005607,False
"Vidyo, Inc.",FR,"EP 2,005,607",EP2005607,False
"Vidyo, Inc.",GB,"EP 2,005,607",EP2005607,False
"Vidyo, Inc.",IT,"EP 2,005,607",EP2005607,False
"Vidyo, Inc.",JP,"JP 5,351,761",JP5351761,False
"Vidyo, Inc.",JP,"JP 5,640,104",JP5640104,False
"Vidyo, Inc.",JP,"JP 5,697,332",JP5697332,False
"Vidyo, Inc.",JP,"JP 5,769,740",JP5769740,False
"Vidyo, Inc.",JP,"JP 6,026,443",JP6026443,False
"Vidyo, Inc.",NL,"EP 2,005,607",EP2005607,False
"Vidyo, Inc.",PL,"EP 2,005,607",EP2005607,False
"Vidyo, Inc.",SE,"EP 2,005,607",EP2005607,False
"Vidyo, Inc.",TR,"EP 2,005,607",EP2005607,False
"Vidyo, Inc.",US,"US Re. 44,939",USRe.44939,False
"Vidyo, Inc.",US,"US 7,643,560",US7643560,False
"Vidyo, Inc.",US,"US 8,594,202",US8594202,False
"Vidyo, Inc.",US,"US 8,761,263",US8761263,False
"Vidyo, Inc.",US,"US 8,861,613",US8861613,False
"Vidyo, Inc.",US,"US 9,077,964",US9077964,False
"Vidyo, Inc.",US,"US 9,179,160",US9179160,False
"Vidyo, Inc.",US,"US 9,743,099",US9743099,False
"Vidyo, Inc.",US,"US 10,027,970",US10027970,False
XYLENE HOLDING S.A.,BR,BR PI0214328-3,BRPI0214328-3,False
